"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","alreadycontact","previous","poutcome","priceidx","confidx","euribor3m","y"
"3488","[18.0,41.3)","technician","divorced","professional.course","no","no","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2046","[18.0,41.3)","technician","married","professional.course","unknown","yes","no","cellular","aug","wed",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3080","[41.3,64.7)","management","married","basic.9y","no","no","no","cellular","may","tue",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3380","[18.0,41.3)","admin.","married","university.degree","no","no","no","telephone","jun","mon",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"473","[41.3,64.7)","services","married","high.school","no","yes","no","cellular","may","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"804","[41.3,64.7)","unemployed","married","university.degree","no","yes","no","cellular","nov","thu",2,0,0,"nonexistent","[93.9,94.8]","[-50.8,-46.0)","[0.635,2.840)","yes"
"1592","[18.0,41.3)","technician","divorced","professional.course","no","yes","no","telephone","may","fri",17,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"19","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","nov","tue",1,1,3,"success","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","yes"
"186","[18.0,41.3)","technician","divorced","professional.course","no","no","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2056","[18.0,41.3)","blue-collar","married","high.school","no","no","no","telephone","jun","thu",13,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1061","[18.0,41.3)","blue-collar","married","basic.4y","unknown","yes","no","cellular","apr","fri",2,0,1,"failure","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"404","[41.3,64.7)","admin.","married","high.school","no","no","no","telephone","may","wed",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2382","[64.7,88.0]","housemaid","married","basic.4y","no","no","no","cellular","jun","mon",2,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","no"
"2159","[41.3,64.7)","blue-collar","married","basic.4y","unknown","no","yes","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3434","[18.0,41.3)","technician","married","professional.course","no","yes","no","telephone","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"617","[18.0,41.3)","self-employed","married","basic.9y","unknown","no","no","cellular","aug","thu",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3962","[41.3,64.7)","retired","married","basic.4y","no","no","no","cellular","jul","tue",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3790","[18.0,41.3)","admin.","single","university.degree","no","yes","no","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"2396","[41.3,64.7)","admin.","single","university.degree","no","no","yes","cellular","may","mon",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"325","[18.0,41.3)","services","single","high.school","unknown","unknown","unknown","cellular","may","mon",2,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1134","[18.0,41.3)","technician","single","high.school","no","yes","no","cellular","jul","tue",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"878","[18.0,41.3)","student","single","unknown","no","yes","no","cellular","aug","thu",1,0,1,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"54","[18.0,41.3)","student","single","high.school","no","no","no","cellular","aug","thu",2,1,1,"success","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"780","[41.3,64.7)","admin.","married","professional.course","no","yes","no","telephone","jun","thu",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3313","[18.0,41.3)","entrepreneur","married","university.degree","no","yes","no","cellular","nov","thu",1,0,1,"failure","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3774","[41.3,64.7)","blue-collar","married","basic.4y","no","yes","no","cellular","aug","tue",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1252","[18.0,41.3)","blue-collar","married","basic.9y","no","yes","no","cellular","may","thu",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"51","[18.0,41.3)","admin.","married","university.degree","no","yes","no","cellular","jun","tue",1,1,2,"failure","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","yes"
"3831","[41.3,64.7)","admin.","married","university.degree","no","yes","no","telephone","jun","fri",7,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"29","[64.7,88.0]","retired","married","basic.4y","no","no","no","cellular","may","mon",1,1,3,"success","[93.1,93.9)","[-41.2,-36.5)","[0.635,2.840)","yes"
"3022","[18.0,41.3)","admin.","married","university.degree","no","no","yes","cellular","jul","mon",11,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"4107","[41.3,64.7)","entrepreneur","divorced","basic.9y","no","yes","no","cellular","may","tue",3,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1927","[41.3,64.7)","blue-collar","married","professional.course","no","yes","yes","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1692","[41.3,64.7)","technician","married","professional.course","no","no","yes","cellular","may","fri",3,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1976","[18.0,41.3)","services","single","high.school","unknown","no","no","cellular","may","fri",5,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"4062","[41.3,64.7)","blue-collar","married","basic.4y","no","unknown","unknown","telephone","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1480","[41.3,64.7)","retired","married","basic.4y","no","no","no","cellular","nov","tue",3,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1588","[18.0,41.3)","blue-collar","married","basic.4y","no","no","no","cellular","jul","thu",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1519","[41.3,64.7)","entrepreneur","married","professional.course","no","yes","yes","cellular","may","fri",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1733","[41.3,64.7)","technician","married","professional.course","no","no","no","telephone","may","fri",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"764","[18.0,41.3)","blue-collar","married","basic.9y","no","yes","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2542","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","may","tue",2,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3236","[18.0,41.3)","management","married","high.school","no","yes","yes","telephone","jun","tue",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"374","[18.0,41.3)","technician","single","professional.course","no","yes","no","cellular","may","mon",3,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"886","[18.0,41.3)","technician","married","basic.6y","no","no","no","cellular","apr","mon",2,0,1,"failure","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"2696","[18.0,41.3)","blue-collar","married","high.school","unknown","no","no","telephone","may","tue",14,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2873","[18.0,41.3)","blue-collar","married","basic.9y","no","no","no","cellular","nov","tue",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1215","[18.0,41.3)","blue-collar","married","basic.4y","no","no","yes","cellular","nov","wed",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"3152","[41.3,64.7)","services","married","high.school","unknown","no","yes","telephone","jun","tue",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3460","[41.3,64.7)","blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","mon",4,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2735","[18.0,41.3)","services","married","high.school","unknown","yes","yes","telephone","jun","tue",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2298","[41.3,64.7)","unemployed","married","basic.9y","no","yes","no","telephone","may","thu",2,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"863","[18.0,41.3)","technician","single","professional.course","no","no","no","telephone","may","tue",4,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"3510","[41.3,64.7)","admin.","married","high.school","no","no","yes","cellular","jul","thu",6,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"844","[18.0,41.3)","housemaid","single","university.degree","unknown","yes","no","cellular","jul","tue",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"231","[18.0,41.3)","technician","single","high.school","no","yes","yes","cellular","aug","tue",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","yes"
"717","[18.0,41.3)","technician","single","professional.course","no","no","no","cellular","jun","fri",2,0,0,"nonexistent","[92.2,93.1)","[-41.2,-36.5)","[0.635,2.840)","yes"
"3974","[18.0,41.3)","services","single","high.school","no","no","yes","cellular","may","thu",1,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"283","[41.3,64.7)","admin.","married","basic.9y","unknown","yes","no","cellular","aug","thu",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"827","[18.0,41.3)","technician","married","professional.course","no","yes","no","cellular","nov","mon",2,0,0,"nonexistent","[93.9,94.8]","[-50.8,-46.0)","[0.635,2.840)","yes"
"111","[41.3,64.7)","unemployed","married","professional.course","no","no","no","telephone","may","wed",1,1,1,"success","[93.1,93.9)","[-41.2,-36.5)","[0.635,2.840)","yes"
"2505","[18.0,41.3)","blue-collar","married","basic.9y","no","unknown","unknown","telephone","jun","fri",4,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1127","[41.3,64.7)","admin.","married","basic.6y","no","yes","no","cellular","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3641","[18.0,41.3)","management","divorced","university.degree","no","yes","no","cellular","jul","tue",9,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1873","[41.3,64.7)","management","married","unknown","unknown","yes","no","telephone","jun","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3117","[41.3,64.7)","services","divorced","basic.9y","no","no","no","cellular","jul","fri",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2860","[18.0,41.3)","technician","married","professional.course","no","yes","no","cellular","nov","thu",1,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"1541","[41.3,64.7)","services","married","high.school","no","no","no","cellular","may","mon",2,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"112","[64.7,88.0]","retired","married","basic.4y","no","no","no","cellular","mar","fri",3,1,4,"success","[93.1,93.9)","[-36.5,-31.7)","[0.635,2.840)","yes"
"1302","[41.3,64.7)","technician","married","university.degree","no","unknown","unknown","cellular","apr","thu",2,0,2,"failure","[93.1,93.9)","[-36.5,-31.7)","[0.635,2.840)","yes"
"1982","[18.0,41.3)","self-employed","single","basic.9y","no","no","yes","telephone","oct","mon",1,0,0,"nonexistent","[93.9,94.8]","[-50.8,-46.0)","[0.635,2.840)","no"
"673","[64.7,88.0]","retired","married","university.degree","no","no","no","telephone","oct","mon",1,0,0,"nonexistent","[93.9,94.8]","[-50.8,-46.0)","[0.635,2.840)","no"
"453","[18.0,41.3)","admin.","single","university.degree","no","no","no","telephone","jun","wed",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"241","[41.3,64.7)","admin.","married","university.degree","no","yes","no","telephone","may","tue",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2359","[18.0,41.3)","blue-collar","married","basic.4y","unknown","no","no","telephone","may","wed",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1428","[41.3,64.7)","admin.","single","university.degree","no","no","no","telephone","may","mon",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","yes"
"2896","[18.0,41.3)","blue-collar","single","basic.9y","no","no","no","cellular","may","fri",2,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1815","[41.3,64.7)","admin.","divorced","high.school","no","no","no","cellular","jul","fri",5,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2819","[41.3,64.7)","management","married","high.school","no","no","no","cellular","may","wed",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"1974","[18.0,41.3)","unemployed","single","high.school","no","yes","no","telephone","jul","wed",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3857","[18.0,41.3)","management","married","university.degree","no","no","no","cellular","nov","fri",4,0,0,"nonexistent","[93.1,93.9)","[-46.0,-41.2)","[2.840,5.045]","no"
"520","[41.3,64.7)","blue-collar","married","basic.9y","unknown","yes","no","cellular","aug","tue",3,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1191","[41.3,64.7)","management","married","university.degree","no","no","no","cellular","apr","mon",3,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"1895","[18.0,41.3)","technician","married","basic.9y","no","no","no","cellular","jul","fri",5,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2386","[64.7,88.0]","retired","divorced","high.school","no","no","no","cellular","jul","wed",1,0,1,"failure","[93.9,94.8]","[-41.2,-36.5)","[0.635,2.840)","no"
"2135","[18.0,41.3)","technician","single","high.school","no","no","no","cellular","may","wed",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2633","[18.0,41.3)","management","married","university.degree","no","no","no","cellular","may","fri",1,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"4103","[18.0,41.3)","blue-collar","single","basic.9y","unknown","no","yes","telephone","jun","fri",2,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"229","[18.0,41.3)","admin.","single","high.school","no","yes","no","cellular","may","tue",3,0,0,"nonexistent","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"329","[41.3,64.7)","retired","single","professional.course","no","yes","no","telephone","may","mon",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"3723","[41.3,64.7)","admin.","divorced","university.degree","unknown","no","no","cellular","aug","fri",2,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3428","[18.0,41.3)","admin.","single","university.degree","no","yes","no","telephone","jun","tue",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"3324","[18.0,41.3)","entrepreneur","married","professional.course","unknown","yes","no","cellular","apr","thu",1,0,1,"failure","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
"1600","[18.0,41.3)","retired","single","high.school","no","no","no","telephone","may","thu",4,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2315","[18.0,41.3)","management","married","high.school","no","yes","no","cellular","jul","tue",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","yes"
"1051","[18.0,41.3)","blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"219","[41.3,64.7)","entrepreneur","married","professional.course","no","yes","yes","cellular","oct","mon",1,0,2,"failure","[92.2,93.1)","[-31.7,-26.9]","[0.635,2.840)","no"
"3836","[18.0,41.3)","admin.","divorced","high.school","no","no","yes","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"2401","[18.0,41.3)","technician","single","professional.course","no","no","no","telephone","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1921","[18.0,41.3)","blue-collar","married","basic.9y","unknown","yes","no","cellular","jul","thu",11,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1607","[41.3,64.7)","technician","divorced","high.school","no","yes","no","cellular","jul","thu",3,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1858","[41.3,64.7)","self-employed","married","basic.9y","no","yes","no","telephone","aug","wed",7,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"1653","[18.0,41.3)","blue-collar","married","high.school","no","no","no","telephone","may","mon",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"2739","[18.0,41.3)","blue-collar","married","basic.9y","unknown","no","no","cellular","jul","thu",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"1853","[18.0,41.3)","technician","single","professional.course","no","yes","yes","cellular","aug","fri",1,0,0,"nonexistent","[93.1,93.9)","[-36.5,-31.7)","[2.840,5.045]","no"
"3254","[18.0,41.3)","entrepreneur","married","basic.4y","no","yes","no","telephone","may","fri",1,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1727","[18.0,41.3)","blue-collar","single","basic.9y","no","yes","no","cellular","jul","mon",1,0,0,"nonexistent","[93.9,94.8]","[-46.0,-41.2)","[2.840,5.045]","no"
"2238","[18.0,41.3)","student","single","university.degree","no","no","no","telephone","may","fri",3,0,0,"nonexistent","[93.9,94.8]","[-36.5,-31.7)","[2.840,5.045]","no"
"1953","[18.0,41.3)","blue-collar","married","basic.6y","unknown","no","yes","cellular","may","tue",3,0,1,"failure","[92.2,93.1)","[-50.8,-46.0)","[0.635,2.840)","no"
"2500","[18.0,41.3)","technician","married","university.degree","unknown","yes","yes","cellular","apr","thu",1,0,0,"nonexistent","[93.1,93.9)","[-50.8,-46.0)","[0.635,2.840)","no"
